"name","gender","age","class","embarked","country","ticketno","fare","sibsp","parch","survived"
"Pond, Mr. George","male",33,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Pook, Mr. Percy Robert","male",36,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Porteus, Mr. Thomas Henry","male",34,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Port, Mr. Frank","male",22,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Prangnell, Mr. George Alexander","male",30,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Prentice, Mr. Frank Winnold","male",23,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Preston, Mr. Thomas Charles Alfred","male",20,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Price, Mr. Ernest Cyril","male",17,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Prichard, Mrs. Alice Maud","female",36,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Prideaux, Mr. John Arthur (Jack)","male",23,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Priest, Mr. Arthur John","male",24,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Prior, Mr. Harold John Arnold","male",21,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Proctor, Mr. Charles","male",46,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Proudfoot, Mr. Richard Royston","male",22,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Pryce, Mr. Charles William","male",23,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Pugh, Mr. Alfred","male",20,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Pugh, Mr. Arthur Percy","male",31,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Pusey, Mr. William Robert Holland","male",22,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Puzey, Mr. John Edward","male",44,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Randall, Mr. Frank Henry","male",29,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Ranger, Mr. Thomas","male",29,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Ransom, Mr. James Augustus","male",50,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Rattenbury, Mr. William Henry","male",38,"victualling crew","B","Channel Islands",NA,NA,NA,NA,"no"
"Ratti, Sig. Enrico","male",21,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Ray, Mr. Frederick Dent","male",32,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"Read, Mr. Joseph","male",20,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Reed, Mr. Thomas Charles Prowse","male",55,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Reeves, Mr. Frederick Simms","male",34,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Reid, Mr. Robert Thomas","male",30,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Revell, Mr. William James Francis","male",31,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Ricaldone, Sig. Rinaldo Renato","male",22,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Rice, Mr. Charles","male",32,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Rice, Mr. John Reginald","male",25,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Rice, Mr. Percy","male",19,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Richards, Mr. Joseph James","male",30,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Rickman, Mr. George Albert","male",36,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Ricks, Mr. Cyril Gordon","male",22,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Ridout, Mr. Walter George","male",30,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Rigozzi, Sig. Abele","male",22,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Rimmer, Mr. Gilbert","male",29,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Roberton, Mr. George Edward","male",19,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Roberts, Mr. Frank John","male",37,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Roberts, Mr. Hugh H.","male",40,"victualling crew","B","Wales",NA,NA,NA,NA,"no"
"Roberts, Mr. Robert George","male",35,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Roberts, Mrs. Mary Kezia","female",41,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Robinson, Mr. James William","male",30,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Robinson, Mrs. Annie","female",41,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Rogers, Mr. Edward James William","male",31,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Rogers, Mr. Michael","male",27,"victualling crew","S","Ireland",NA,NA,NA,NA,"no"
"Ross, Mr. Horace Leopold","male",36,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Rotta, Sig. Angelo Mario","male",23,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Rous, Mr. Arthur John","male",26,"engineering crew","B","England",NA,NA,NA,NA,"no"
"Rousseau, Mr. Pierre","male",49,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Rowe, Mr. Edgar Maurice","male",31,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Rowe, Mr. George Thomas","male",32,"deck crew","B","England",NA,NA,NA,NA,"yes"
"Rudd, Mr. Henry","male",24,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Rule, Mr. Samuel James","male",58,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"Russell, Mr. Boysie Richard","male",17,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Rutter, Mr. Sidney Frank","male",27,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Ryan, Mr. Thomas","male",28,"victualling crew","S","Channel Islands",NA,NA,NA,NA,"no"
"Ryerson, Mr. William Edwy","male",33,"victualling crew","S","Canada",NA,NA,NA,NA,"yes"
"Saccaggi, Sig. Giovanni Giuseppe Emilio","male",24,"restaurant staff","S","Italy",NA,NA,NA,NA,"no"
"Salussolia, Sig. Govanni","male",25,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Samuel, Mr. Owen Wilmore","male",47,"victualling crew","S","Wales",NA,NA,NA,NA,"no"
"Sangster, Mr. Charles Edward","male",30,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Sartori, Sig. Lazar","male",24,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Saunders, Mr. D. E.","male",26,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Saunders, Mr. F.","male",22,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Saunders, Mr. W.","male",23,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Saunders, Mr. Walter Ernest","male",23,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Savage, Mr. Charles Joseph","male",23,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Sawyer, Mr. Robert James","male",31,"deck crew","S","England",NA,NA,NA,NA,"no"
"Scarrott, Mr. Joseph George","male",33,"deck crew","S","England",NA,NA,NA,NA,"yes"
"Scavino, Sig. Candido","male",42,"restaurant staff","S","Italy",NA,NA,NA,NA,"no"
"Scott, Mr. Archibald","male",41,"engineering crew","S","Northern Ireland",NA,NA,NA,NA,"no"
"Scott, Mr. Frederick William","male",28,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Scott, Mr. John","male",20,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Scovell, Mr. Robert","male",55,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Sedunary, Mr. Samuel Francis","male",25,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Self, Mr. Albert Charles Edward","male",24,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Self, Mr. Alfred Henry","male",40,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Senior, Mr. Harry","male",31,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Sesia, Sig. Giacomo","male",24,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Seward, Mr. Wilfred Deable","male",25,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Shaw, Mr. Henry","male",42,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Shea, Mr. John Joseph","male",40,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Shea, Mr. Thomas","male",32,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Sheath, Mr. Frederick","male",20,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Shepherd, Mr. Jonathan","male",32,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Shiers, Mr. Alfred Charles","male",25,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Shillabeer, Mr. Charles Frederick","male",19,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Siebert, Mr. Sidney Conrad","male",29,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Simmons, Mr. Andrew George James","male",31,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Simmons, Mr. Frederick Charles","male",24,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Simmons, Mr. William Simon C.","male",37,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Simpson, Dr. John Edward","male",37,"deck crew","S","Northern Ireland",NA,NA,NA,NA,"no"
"Sivier, Mr. William","male",23,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Skeates, Mr. William","male",23,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Skinner, Mr. Edward","male",41,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Slight, Mr. Harry John","male",33,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Slight, Mr. William Henry James","male",36,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Sloan, Miss. Mary","female",28,"victualling crew","S","Northern Ireland",NA,NA,NA,NA,"yes"
"Sloan, Mr. Peter","male",31,"engineering crew","B","England",NA,NA,NA,NA,"no"
"Slocombe, Mrs. Maude Louise","female",30,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Small, Mr. William","male",40,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Smillie, Mr. John","male",29,"victualling crew","B","Scotland",NA,NA,NA,NA,"no"
"Smith, Captain. Edward John","male",62,"deck crew","S","England",NA,NA,NA,NA,"no"
"Smither, Mr. Harry James","male",22,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Smith, Miss. Katherine Elizabeth","female",45,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Smith, Mr. Charles Edwin","male",40,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Smith, Mr. Charles Henry James","male",38,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Smith, Mr. Emest George","male",27,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Smith, Mr. F.","male",20,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Smith, Mr. James Muil","male",39,"engineering crew","B","Scotland",NA,NA,NA,NA,"no"
"Smith, Mr. James William","male",24,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Smith, Mr. John Richard Jago","male",35,"victualling crew","S",NA,NA,NA,NA,NA,"no"
"Smith, Mr. Reginald George","male",33,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Smith, Mr. William","male",26,"deck crew","S","England",NA,NA,NA,NA,"no"
"Snape, Mrs. Lucy Violet","female",22,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Snellgrove, Mr. George","male",41,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Snooks, Mr. W.","male",26,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Snow, Mr. Eustace Philip","male",21,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Sparkman, Mr. Henry William","male",36,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Stagg, Mr. John Henry","male",38,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Stanbrook, Mr. Augustus George","male",31,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Stap, Miss. Sarah Agnes","female",47,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Stebbings, Mr. Sydney Frederick","male",36,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Steel, Mr. Robert Edward","male",30,"engineering crew","S",NA,NA,NA,NA,NA,"no"
"Stewart, Mr. John","male",28,"victualling crew","B","Scotland",NA,NA,NA,NA,"yes"
"Stocker, Mr. Henry Dorey","male",20,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Stone, Mr. Edmund","male",33,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Stone, Mr. Edward Thomas","male",29,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Street, Mr. Thomas Albert","male",25,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Stroud, Mr. Edward Alfred Orlando","male",19,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Stroud, Mr. Harry John","male",35,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Strugnell, Mr. John Herbert","male",34,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Stubbings, Mr. Harry Robert","male",31,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Stubbs, Mr. James Henry","male",28,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Sullivan, Mr. S.","male",25,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Swan, Mr. William","male",48,"victualling crew","B","Northern Ireland",NA,NA,NA,NA,"no"
"Symonds, Mr. John Crane","male",45,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Symons, Mr. George Thomas Macdonald","male",24,"deck crew","S","England",NA,NA,NA,NA,"yes"
"Talbot, Mr. George Frederick Charles","male",20,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Tamlyn, Mr. Frederick","male",24,"deck crew","S","England",NA,NA,NA,NA,"no"
"Taylor, Mr. Bernard Cuthbert","male",22,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Taylor, Mr. Charles William Frederick","male",40,"deck crew","S","England",NA,NA,NA,NA,"no"
"Taylor, Mr. George","male",24,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Taylor, Mr. J.","male",42,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Taylor, Mr. John Henry","male",49,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Taylor, Mr. Leonard","male",19,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Taylor, Mr. William Henry","male",28,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Taylor, Mr. William John","male",32,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Terrell, Mr. Bertram","male",19,"deck crew","S","England",NA,NA,NA,NA,"no"
"Terrell, Mr. Frank","male",27,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Testoni, Sig. Ercole","male",23,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Teuton, Mr. Thomas Moore","male",35,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Thaler, Mr. Montague Donald","male",17,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Theissinger, Mr. Alfred","male",46,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Thomas, Mr. Albert Charles","male",23,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Thomas, Mr. Benjamin James","male",30,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"Thomas, Mr. Joseph Wakefield","male",24,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Thompson, Mr. Herbert Henry","male",25,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Thompson, Mr. John William","male",35,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Thorley, Mr. William","male",39,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Thorn, Mr. Harry","male",25,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Threlfall, Mr. Thomas","male",44,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Thresher, Mr. George Terrill","male",25,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Tietz, Sig. Carlo/Karl","male",27,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Tizard, Mr. Arthur Leopold","male",31,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Toms, Mr. Fred","male",29,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"Topp, Mr. Thomas","male",28,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Toshack, Mr. James Adamson","male",30,"victualling crew","S","Scotland",NA,NA,NA,NA,"no"
"Tozer, Mr. James","male",32,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Triggs, Mr. Reuben Robert","male",39,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Turley, Mr. Richard","male",37,"engineering crew","B","Ireland",NA,NA,NA,NA,"no"
"Turner, Mr. George Frederick","male",42,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Turner, Mr. Leopold Olerenshaw","male",28,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Turvey, Mr. Charles Thomas","male",17,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Urbini, Sig. Roberto","male",20,"restaurant staff","S","Italy",NA,NA,NA,NA,"no"
"Valvassori, Sig. Ettore Luigi","male",35,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"van der Brugge, Mr. Wessel Adrianus","male",38,"engineering crew","S","Netherlands",NA,NA,NA,NA,"no"
"Veal, Mr. Arthur","male",36,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Veal, Mr. Thomas Henry Edom","male",38,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Vear, Mr. Henry","male",33,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Vear, Mr. William","male",34,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Vicat, Sig. Alphonse Jean Eugene","male",21,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Vigott, Mr. Philip Francis","male",32,"deck crew","S","Channel Islands",NA,NA,NA,NA,"yes"
"Villvarlange, Mr. Pierre Léon Gabriel","male",19,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Vine, Mr. Herbert Thomas Gordon","male",18,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Vioni, Sig. Roberto","male",25,"restaurant staff","S","Italy",NA,NA,NA,NA,"no"
"Voegelin-Dubach, Sig. Johannes","male",35,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Wake, Mr. Percy","male",37,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Wallis, Mrs. Catherine Jane","female",36,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Walpole, Mr. James","male",48,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Walsh, Miss. Catherine","female",32,"victualling crew","S","Ireland",NA,NA,NA,NA,"no"
"Ward, Mr. Arthur","male",23,"engineering crew","B","England",NA,NA,NA,NA,"no"
"Ward, Mr. Edward","male",34,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Ward, Mr. James William","male",31,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Ward, Mr. Percy Thomas","male",40,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Ward, Mr. William","male",37,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Wardner, Mr. Fred Albert","male",40,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Wareham, Mr. Robert Arthur","male",37,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Warwick, Mr. Tom","male",26,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Wateridge, Mr. Edward Lewis","male",26,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Watson, Mr. William Albert","male",15,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Watson, Mr. Willim","male",27,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Weatherston, Mr. Thomas Herbert","male",25,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Webber, Mr. Francis Albert","male",31,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Webb, Mr. Brook Holding","male",50,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Webb, Mr. Samuel Francis","male",28,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Weikman, Mr. Augustus Henry","male",52,"victualling crew","S","United States",NA,NA,NA,NA,"yes"
"Welch, Mr. William Harold","male",21,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Weller, Mr. William Clifford","male",30,"deck crew","B","England",NA,NA,NA,NA,"yes"
"Wheat, Mr. Joseph Thomas","male",30,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"Wheelton, Mr. Edneser Edward","male",29,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"Whiteley, Mr. Thomas Arthur","male",18,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"White, Mr. Albert","male",21,"engineering crew","S","England",NA,NA,NA,NA,"no"
"White, Mr. Alfred","male",32,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"White, Mr. Arthur","male",37,"victualling crew","S","England",NA,NA,NA,NA,"no"
"White, Mr. Edward Joseph","male",27,"victualling crew","S","England",NA,NA,NA,NA,"no"
"White, Mr. Frank Leonard","male",28,"engineering crew","S","England",NA,NA,NA,NA,"no"
"White, Mr. Leonard Lisle Oliver","male",32,"victualling crew","B","Australia",NA,NA,NA,NA,"no"
